17,-47,-36
18,-53,-40
18,-54,-39
17,-53,-38
17,-52,-38
18,-51,-38
18,-51,-39
19,-50,-39
20,-49,-39
20,-49,-40
21,-48,-41
21,-47,-41
22,-46,-40
23,-46,-41
24,-45,-43
21,-46,-43
18,-46,-40
17,-47,-39
18,-49,-39
19,-49,-39
19,-49,-40
19,-48,-41
19,-48,-42
19,-48,-43
19,-48,-44
18,-48,-44
18,-48,-43
18,-47,-42
18,-46,-42
19,-45,-42
19,-45,-42
19,-45,-42
8,-26,-57
9,-27,-57
9,-28,-58
9,-28,-58
9,-28,-57
9,-28,-57
9,-29,-56
9,-29,-56
9,-29,-56
9,-29,-57
8,-29,-57
8,-29,-57
7,-29,-57
7,-28,-57
7,-28,-57
7,-27,-58
7,-28,-58
7,-28,-59
7,-28,-59
7,-28,-58
7,-28,-58
7,-27,-57
8,-28,-58
8,-28,-57
8,-28,-57
8,-28,-57
8,-28,-57
8,-28,-57
8,-28,-57
7,-28,-57
7,-28,-58
6,-28,-59
5,-27,-59
6,-27,-59
6,-27,-59
7,-27,-59
7,-27,-58
7,-27,-58
7,-26,-57
8,-26,-57
8,-26,-57
8,-26,-56
8,-26,-56
8,-27,-56
8,-27,-56
8,-27,-56
8,-27,-56
8,-27,-57
8,-27,-57
8,-27,-57
8,-27,-57
9,-27,-57
9,-27,-57
10,-27,-57
10,-27,-57
11,-27,-57
10,-27,-56
10,-28,-56
10,-28,-56
11,-28,-56
11,-28,-57
11,-28,-57
11,-28,-57
11,-28,-57
11,-27,-57
11,-27,-57
11,-27,-58
11,-27,-58
11,-27,-58
12,-27,-58
12,-27,-59
12,-27,-59
12,-27,-58
12,-27,-58
11,-27,-58
12,-28,-58
12,-29,-57
12,-29,-58
12,-29,-58
12,-29,-58
12,-29,-58
12,-29,-58
12,-29,-59
11,-29,-59
11,-29,-60
11,-28,-60
11,-28,-60
11,-28,-60
11,-28,-60
11,-28,-60
11,-28,-59
11,-28,-60
11,-28,-59
11,-28,-59
11,-29,-59
11,-29,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-58
11,-28,-59
11,-28,-59
11,-28,-59
10,-28,-59
10,-28,-58
11,-28,-58
11,-27,-58
11,-27,-58
10,-27,-57
10,-27,-57
10,-27,-57
9,-26,-57
9,-26,-57
9,-26,-57
9,-26,-57
9,-26,-58
10,-25,-58
